"","X","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"2360",2360,"Kinn","N.Reg.Nom.Sg.Neut","Kinn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362",2362,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363",2363,"dieser","PRO.Dem.Attr.Nom.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364",2364,"Hals","N.Reg.Nom.Sg.Masc","Hals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366",2366,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367",2367,"diese","PRO.Dem.Attr.Nom.Sg.Fem","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368",2368,"Brust","N.Reg.Nom.Sg.Fem","Brust",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370",2370,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371",2371,"dieser","PRO.Dem.Attr.Nom.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372",2372,"Wuchs","N.Reg.Nom.Sg.Masc","Wuchs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374",2374,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375",2375,"dieser","PRO.Dem.Attr.Nom.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376",2376,"ganze","ADJA.Pos.Nom.Sg.Masc","ganz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377",2377,"Bau","N.Reg.Nom.Sg.Masc","Bau",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379",2379,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380",2380,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382",2382,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383",2383,"von","APPR","von",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384",2384,"der","ART.Def.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385",2385,"Zeit","N.Reg.Dat.Sg.Fem","Zeit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386",2386,"an","PART.Verb","an",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388",2388,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389",2389,"mein","PRO.Poss.Attr.Acc.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390",2390,"einziges","ADJA.Pos.Acc.Sg.Neut","einzig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391",2391,"Studium","N.Reg.Acc.Sg.Neut","Studium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392",2392,"der","ART.Def.Gen.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393",2393,"weiblichen","ADJA.Pos.Gen.Sg.Fem","weiblich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394",2394,"Schönheit","N.Reg.Gen.Sg.Fem","Schönheit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396",2396,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397",2397,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398",2398,"Die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399",2399,"Schilderei","N.Reg.Nom.Sg.Fem","Schilderei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400",2400,"selbst","ADV","selbst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402",2402,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403",2403,"wovor","PROADV.Inter","wovor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404",2404,"sie","PRO.Pers.Subst.3.Acc.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405",2405,"gesessen","VPP.Full.Psp","sitzen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407",2407,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408",2408,"hat","VFIN.Aux.3.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409",2409,"ihr","PRO.Poss.Attr.Nom.Sg.Masc","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410",2410,"abwesender","ADJA.Pos.Nom.Sg.Masc","abwesend",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411",2411,"Vater","N.Reg.Nom.Sg.Masc","Vater",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412",2412,"bekommen","VPP.Full.Psp","bekommen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414",2414,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417",2417,"Aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418",2418,"diese","PRO.Dem.Attr.Nom.Sg.Fem","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419",2419,"Kopie","N.Reg.Nom.Sg.Fem","Kopie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420",2420,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421",2421,"Nun","ADV","nun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423",2423,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424",2424,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426",2426,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427",2427,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428",2428,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429",2429,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430",2430,"schon","ADV","schon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431",2431,"versagt","VPP.Full.Psp","versagen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433",2433,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436",2436,"Ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437",2437,"für","APPR","für",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438",2438,"Sie","PRO.Pers.Subst.3.Acc.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440",2440,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441",2441,"Prinz","N.Reg.Nom.Sg.Masc","Prinz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443",2443,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444",2444,"wenn","CONJ.SubFin","wenn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445",2445,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446",2446,"Geschmack","N.Reg.Acc.Sg.Masc","Geschmack",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447",2447,"daran","PROADV.Dem","daran",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448",2448,"finden","VFIN.Full.3.Pl.Pres.Ind","finden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2450",2450,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2453",2453,"Geschmack","N.Reg.Nom.Sg.Masc","Geschmack",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455",2455,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456",2456,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457",2457,"Dieses","PRO.Dem.Subst.Nom.Sg.Neut","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458",2458,"Ihr","PRO.Poss.Attr.Nom.Sg.Neut","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459",2459,"Studium","N.Reg.Nom.Sg.Neut","Studium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460",2460,"der","ART.Def.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461",2461,"weiblichen","ADJA.Pos.Dat.Sg.Fem","weiblich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462",2462,"Schönheit","N.Reg.Dat.Sg.Fem","Schönheit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464",2464,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465",2465,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467",2467,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468",2468,"wie","PROADV.Inter","wie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469",2469,"könnt","VFIN.Full.2.Pl.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471",2471,"'","SYM.Quot.Right","'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472",2472,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473",2473,"besser","ADJD.Comp","gut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474",2474,"tun","VINF.Full","tun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476",2476,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477",2477,"als","CONJ.Comp","als",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478",2478,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479",2479,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480",2480,"zu","APPR","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481",2481,"dem","ART.Def.Dat.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482",2482,"meinigen","PRO.Poss.Subst.Acc.Sg.Masc","meinige",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483",2483,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484",2484,"machen","VINF.Full","machen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486",2486,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487",2487,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488",2488,"Dort","ADV","dort",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490",2490,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2491",2491,"jenes","PRO.Dem.Attr.Acc.Sg.Neut","jene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2492",2492,"Porträt","N.Reg.Acc.Sg.Neut","Porträt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2493",2493,"nehmen","VFIN.Full.3.Pl.Pres.Ind","nehmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2494",2494,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495",2495,"nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2496",2496,"wieder","ADV","wieder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2497",2497,"mit","PART.Verb","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2499",2499,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500",2500,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501",2501,"einen","ART.Indef.Acc.Sg.Masc","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2502",2502,"Rahmen","N.Reg.Acc.Sg.Masc","Rahmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2503",2503,"darum","PROADV.Dem","darum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504",2504,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505",2505,"bestellen","VINF.Full","bestellen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2507",2507,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2510",2510,"Wohl","N.Reg.Nom.Sg.Neut","Wohl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2512",2512,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515",2515,"So","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516",2516,"schön","ADJD.Pos","schön",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518",2518,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2519",2519,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2520",2520,"reich","ADJD.Pos","reich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2522",2522,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2523",2523,"als","CONJ.SubFin","als",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524",2524,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525",2525,"der","ART.Def.Nom.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526",2526,"Schnitzer","N.Reg.Nom.Sg.Masc","Schnitzer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527",2527,"nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2528",2528,"machen","VINF.Full","machen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2529",2529,"kann","VFIN.Mod.3.Sg.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531",2531,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2534",2534,"Es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535",2535,"soll","VFIN.Mod.3.Sg.Pres.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536",2536,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537",2537,"der","ART.Def.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538",2538,"Galerie","N.Reg.Dat.Sg.Fem","Galerie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539",2539,"aufgestellet","VPP.Full.Psp","aufgestellet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2540",2540,"werden","VINF.Aux","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542",2542,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543",2543,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544",2544,"Aber","ADV","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545",2545,"dieses","PRO.Dem.Subst.Acc.Sg.Neut","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547",2547,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548",2548,"bleibt","VFIN.Full.3.Sg.Pres.Ind","bleiben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549",2549,"hier","ADV","hier",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2551",2551,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2554",2554,"Mit","APPR","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2555",2555,"einem","ART.Indef.Dat.Sg.Neut","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2556",2556,"Studio","N.Reg.Dat.Sg.Neut","Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557",2557,"macht","VFIN.Full.3.Sg.Pres.Ind","machen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2558",2558,"man","PRO.Indef.Subst.Nom.Sg.*","man",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559",2559,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2560",2560,"viel","PRO.Indef.Attr.*.*.*","viel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561",2561,"Umstände","N.Reg.Acc.Pl.Masc","Umstand",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2562",2562,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564",2564,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2565",2565,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2566",2566,"läßt","VFIN.Full.3.Sg.Pres.Ind","lassen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567",2567,"man","PRO.Indef.Subst.Nom.Sg.*","man",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568",2568,"das","PRO.Dem.Subst.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2569",2569,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2570",2570,"aufhängen","VINF.Full","aufhängen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572",2572,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2573",2573,"sondern","CONJ.Coord","sondern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2574",2574,"hat","VFIN.Aux.3.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2575",2575,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2576",2576,"gern","ADV","gern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2577",2577,"bei","APPR","bei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2578",2578,"der","ART.Def.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2579",2579,"Hand","N.Reg.Dat.Sg.Fem","Hand",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2581",2581,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582",2582,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2583",2583,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2584",2584,"danke","VFIN.Full.1.Sg.Pres.Ind","danken",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2585",2585,"Ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2587",2587,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588",2588,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2590",2590,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591",2591,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2592",2592,"danke","VFIN.Full.1.Sg.Pres.Ind","danken",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593",2593,"Ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2594",2594,"recht","ADV","recht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2595",2595,"sehr","ADV","sehr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2597",2597,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2598",2598,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2599",2599,"Und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600",2600,"wie","PROADV.Inter","wie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601",2601,"gesagt","VPP.Full.Psp","sagen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603",2603,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604",2604,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2605",2605,"meinem","PRO.Poss.Attr.Dat.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2606",2606,"Gebiete","N.Reg.Dat.Sg.Neut","Gebiet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607",2607,"soll","VFIN.Mod.3.Sg.Pres.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608",2608,"die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609",2609,"Kunst","N.Reg.Nom.Sg.Fem","Kunst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610",2610,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2611",2611,"nach","APPR","nach",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2612",2612,"Brot","N.Reg.Dat.Sg.Neut","Brot",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613",2613,"gehen","VINF.Full","gehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615",2615,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2616",2616,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2617",2617,"bis","CONJ.Coord","bis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618",2618,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2619",2619,"selbst","ADV","selbst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2620",2620,"keines","PRO.Indef.Subst.Acc.Sg.Neut","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2621",2621,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2623",2623,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2624",2624,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2625",2625,"Schicken","VFIN.Full.3.Pl.Pres.Ind","schicken",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2626",2626,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2628",2628,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629",2629,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2631",2631,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2632",2632,"zu","APPR","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2633",2633,"meinem","PRO.Poss.Attr.Dat.Sg.Masc","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2634",2634,"Schatzmeister","N.Reg.Dat.Sg.Masc","Schatzmeister",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2636",2636,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2637",2637,"und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2638",2638,"lassen","VFIN.Full.3.Pl.Pres.Ind","lassen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639",2639,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641",2641,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642",2642,"auf","APPR","auf",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2643",2643,"Ihre","PRO.Poss.Attr.Acc.Sg.Fem","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2644",2644,"Quittung","N.Reg.Acc.Sg.Fem","Quittung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2646",2646,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2647",2647,"für","APPR","für",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648",2648,"beide","PRO.Indef.Attr.Acc.Pl.Masc","beide",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2649",2649,"Porträte","N.Reg.Acc.Pl.Masc","Porträte",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2650",2650,"sich","PRO.Refl.Subst.3.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651",2651,"bezahlen","VINF.Full","bezahlen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2653",2653,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2654",2654,"–","TRUNC.Noun","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2655",2655,"was","PRO.Inter.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2656",2656,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2657",2657,"wollen","VFIN.Mod.3.Pl.Pres.Ind","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659",2659,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2662",2662,"So","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663",2663,"viel","PRO.Indef.Subst.*.*.*","viel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2664",2664,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665",2665,"wollen","VFIN.Mod.3.Pl.Pres.Ind","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667",2667,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668",2668,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670",2670,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673",2673,"Sollte","VFIN.Mod.3.Sg.Past.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674",2674,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675",2675,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676",2676,"nun","ADV","nun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677",2677,"bald","ADV","bald",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678",2678,"fürchten","VINF.Full","fürchten",NA,NA,NA,NA,NA,NA,NA,NA,NA
