"","row","cpt","pb","pb2","man","tei1"
"490",490,"Thal.
Das klingt sehr verdächtig. Offenbar ist es wieder
ein Fallstrick, ob ich gleich nicht einsehe, wie er
auf der Gränze mich täuschen könnte? – Doch gleichviel.
Man muß auf seiner Hut seyn. Jetzt, mein
lieber Zauser, will ich Deinen Muth auf die Probe
stellen.","Thal. Das klingt sehr verdächtig. Offenbar ist es wieder ein Fallstrick, ob ich gleich nicht einsehe, wie er auf der Gränze mich täuschen könnte? – Doch gleichviel. Man muß auf seiner Hut seyn. Jetzt, mein lieber Zauser, will ich Deinen Muth auf die Probe stellen.","<sp who=""#thal""><speaker>Thal</speaker><p>Das klingt sehr verdächtig. Offenbar ist es wieder ein Fallstrick, ob ich gleich nicht einsehe, wie er auf der Gränze mich täuschen könnte? – Doch gleichviel. Man muß auf seiner Hut seyn. Jetzt, mein lieber Zauser, will ich Deinen Muth auf die Probe stellen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das klingt sehr verdächtig. Offenbar ist es wieder ein Fallstrick, ob ich gleich nicht einsehe, wie er auf der Gränze mich täuschen könnte? – Doch gleichviel. Man muß auf seiner Hut seyn. Jetzt, mein lieber Zauser, will ich Deinen Muth auf die Probe stellen.</p></sp>"
"491",491,"Zauser.
Ach, gnädiger Herr! mit meinem Muthe hab’ ich
noch nie geprahlt.","Zauser. Ach, gnädiger Herr! mit meinem Muthe hab’ ich noch nie geprahlt.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Ach, gnädiger Herr! mit meinem Muthe hab’ ich noch nie geprahlt.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Ach, gnädiger Herr! mit meinem Muthe hab’ ich noch nie geprahlt.</p></sp>"
"492",492,"Thal.
Es gibt noch einen schönen Beutel voll Dukaten
zu verdienen.","Thal. Es gibt noch einen schönen Beutel voll Dukaten zu verdienen.","<sp who=""#thal""><speaker>Thal</speaker><p>Es gibt noch einen schönen Beutel voll Dukaten zu verdienen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Es gibt noch einen schönen Beutel voll Dukaten zu verdienen.</p></sp>"
"493",493,"Zauser.
Reden Sie, denn ich fühle, daß mein Muth erwacht.","Zauser. Reden Sie, denn ich fühle, daß mein Muth erwacht. [127] ","<sp who=""#zauser""><speaker>Zauser</speaker><p>Reden Sie, denn ich fühle, daß mein Muth erwacht. <pb no=""127""/> </p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Reden Sie, denn ich fühle, daß mein Muth erwacht. <pb no=""127""/> </p></sp>"
"494",494,"[127] Thal.
Geh geschwind auf mein Zimmer, wickle Dich in
meinen Mantel, zieh meine Reisemütze über die Ohren,
komm dann zurück, und wenn Du Deinen Herrn
hier findest, so setze Dich stillschweigend mit ihm in
den Wagen. Für das übrige laß das Schicksal sorgen.","Thal. Geh geschwind auf mein Zimmer, wickle Dich in meinen Mantel, zieh meine Reisemütze über die Ohren, komm dann zurück, und wenn Du Deinen Herrn hier findest, so setze Dich stillschweigend mit ihm in den Wagen. Für das übrige laß das Schicksal sorgen.","<sp who=""#thal""><speaker>Thal</speaker><p>Geh geschwind auf mein Zimmer, wickle Dich in meinen Mantel, zieh meine Reisemütze über die Ohren, komm dann zurück, und wenn Du Deinen Herrn hier findest, so setze Dich stillschweigend mit ihm in den Wagen. Für das übrige laß das Schicksal sorgen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Geh geschwind auf mein Zimmer, wickle Dich in meinen Mantel, zieh meine Reisemütze über die Ohren, komm dann zurück, und wenn Du Deinen Herrn hier findest, so setze Dich stillschweigend mit ihm in den Wagen. Für das übrige laß das Schicksal sorgen.</p></sp>"
"495",495,"Zauser.
Ach, Herr Hauptmann! wenn ich nur meinen
Buckel zu Hause lassen könnte.","Zauser. Ach, Herr Hauptmann! wenn ich nur meinen Buckel zu Hause lassen könnte.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Ach, Herr Hauptmann! wenn ich nur meinen Buckel zu Hause lassen könnte.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Ach, Herr Hauptmann! wenn ich nur meinen Buckel zu Hause lassen könnte.</p></sp>"
"496",496,"Thal.
Du nimmst ja auf den Nothfall auch Deine Beine
mit.","Thal. Du nimmst ja auf den Nothfall auch Deine Beine mit.","<sp who=""#thal""><speaker>Thal</speaker><p>Du nimmst ja auf den Nothfall auch Deine Beine mit.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Du nimmst ja auf den Nothfall auch Deine Beine mit.</p></sp>"
"497",497,"Zauser.
Freilich, auf meine Beine kann ich mich so ziemlich
verlassen. Aber, Herr Hauptmann, wenn es zum
Laufen kommt, so laufe ich geradesweges in Ihre
Dienste.","Zauser. Freilich, auf meine Beine kann ich mich so ziemlich verlassen. Aber, Herr Hauptmann, wenn es zum Laufen kommt, so laufe ich geradesweges in Ihre Dienste.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Freilich, auf meine Beine kann ich mich so ziemlich verlassen. Aber, Herr Hauptmann, wenn es zum Laufen kommt, so laufe ich geradesweges in Ihre Dienste.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Freilich, auf meine Beine kann ich mich so ziemlich verlassen. Aber, Herr Hauptmann, wenn es zum Laufen kommt, so laufe ich geradesweges in Ihre Dienste.</p></sp>"
"498",498,"Thal.
Du hast mein Wort.","Thal. Du hast mein Wort.","<sp who=""#thal""><speaker>Thal</speaker><p>Du hast mein Wort.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Du hast mein Wort.</p></sp>"
"499",499,"(Zauser ab.)","(Zauser ab.)","(Zauser ab.)","<stage>(Zauser ab.)</stage>","<stage>(Zauser ab.)</stage>"
"500",500,"Thal.
Auf jeden Fall ist meine Partie genommen. Räumt
er mir wirklich freiwillig das Feld, nun desto besser.
[128] Wo nicht, so sind meine Pistolen blind geladen. –
Er kommt. – Ich muß mich verstecken. – Wenn
nur mein Repräsentant ihn nicht lange warten läßt.
(er versteckt sich in die Laube.)","Thal. Auf jeden Fall ist meine Partie genommen. Räumt er mir wirklich freiwillig das Feld, nun desto besser. [128] Wo nicht, so sind meine Pistolen blind geladen. – Er kommt. – Ich muß mich verstecken. – Wenn nur mein Repräsentant ihn nicht lange warten läßt. (er versteckt sich in die Laube.)","<sp who=""#thal""><speaker>Thal</speaker><p>Auf jeden Fall ist meine Partie genommen. Räumt er mir wirklich freiwillig das Feld, nun desto besser. <pb no=""128""/> Wo nicht, so sind meine Pistolen blind geladen. – Er kommt. – Ich muß mich verstecken. – Wenn nur mein Repräsentant ihn nicht lange warten läßt. (er versteckt sich in die Laube.)</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Auf jeden Fall ist meine Partie genommen. Räumt er mir wirklich freiwillig das Feld, nun desto besser. <pb no=""128""/> Wo nicht, so sind meine Pistolen blind geladen. – Er kommt. – Ich muß mich verstecken. – Wenn nur mein Repräsentant ihn nicht lange warten läßt. (er versteckt sich in die Laube.)</p></sp></div>"
"501",501,"","","","",NA
"502",502,"Zwanzigste Scene.","Zwanzigste Scene.","Zwanzigste Scene.","",NA
"503",503,"Zwanzigste Scene.","Zwanzigste Scene.","<div type=""scene""><head>Zwanzigste Scene.</head>","","<div type=""scene""><head>Zwanzigste Scene.</head>"
"504",504,"Krips (mit Blums Mantel und Hut). Thal.","Krips (mit Blums Mantel und Hut). Thal.","Krips (mit Blums Mantel und Hut). Thal.","",NA
"505",505,"Krips (mit Blums Mantel und Hut). Thal.","Krips (mit Blums Mantel und Hut). Thal.","<stage>Krips (mit Blums Mantel und Hut). Thal.</stage>","","<stage>Krips (mit Blums Mantel und Hut). Thal.</stage>"
"506",506,"Krips (sehr scheu und leise).
Ich wollte, es wäre schon vorbei.","Krips (sehr scheu und leise). Ich wollte, es wäre schon vorbei.","<sp who=""#krips""><speaker>Krips</speaker><stage>(sehr scheu und leise).</stage><p> Ich wollte, es wäre schon vorbei.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><stage>(sehr scheu und leise).</stage><p> Ich wollte, es wäre schon vorbei.</p></sp>"
"507",507,"Thal (für sich).
Das Schleichen ist mir auch verdächtig.","Thal (für sich). Das Schleichen ist mir auch verdächtig.","<sp who=""#thal""><speaker>Thal</speaker><stage>(für sich).</stage><p> Das Schleichen ist mir auch verdächtig.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><stage>(für sich).</stage><p> Das Schleichen ist mir auch verdächtig.</p></sp>"
"508",508,"Krips.
Wenn mein Herr nur das Maskenrecht respektirt.","Krips. Wenn mein Herr nur das Maskenrecht respektirt.","<sp who=""#krips""><speaker>Krips</speaker><p>Wenn mein Herr nur das Maskenrecht respektirt.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Wenn mein Herr nur das Maskenrecht respektirt.</p></sp>"
"509",509,"Thal.
Warum hat er sich vermummt bis an die Zähne?","Thal. Warum hat er sich vermummt bis an die Zähne?","<sp who=""#thal""><speaker>Thal</speaker><p>Warum hat er sich vermummt bis an die Zähne?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Warum hat er sich vermummt bis an die Zähne?</p></sp>"
"510",510,"Krips (mit leiser zitternder Stimme).
Es ritten drei Reiter zum Thore hinaus –","Krips (mit leiser zitternder Stimme). Es ritten drei Reiter zum Thore hinaus –","<sp who=""#krips""><speaker>Krips</speaker><stage>(mit leiser zitternder Stimme).</stage><p> Es ritten drei Reiter zum Thore hinaus –</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><stage>(mit leiser zitternder Stimme).</stage><p> Es ritten drei Reiter zum Thore hinaus –</p></sp>"
"511",511,"Thal.
Ich glaube er fängt an zu singen.","Thal. Ich glaube er fängt an zu singen.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich glaube er fängt an zu singen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich glaube er fängt an zu singen.</p></sp>"
"512",512,"Krips.
Juchhe!","Krips. Juchhe! [129] ","<sp who=""#krips""><speaker>Krips</speaker><p>Juchhe! <pb no=""129""/> </p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Juchhe! <pb no=""129""/> </p></sp>"
"513",513,"[129] Thal.
Das ist fürwahr eine seltsame Gemüthsstimmung.","Thal. Das ist fürwahr eine seltsame Gemüthsstimmung.","<sp who=""#thal""><speaker>Thal</speaker><p>Das ist fürwahr eine seltsame Gemüthsstimmung.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das ist fürwahr eine seltsame Gemüthsstimmung.</p></sp>"
"514",514,"Krips.
Meine Courage steht auf dem Sprunge, wenn es
noch lange währt, so geht sie zum Teufel.","Krips. Meine Courage steht auf dem Sprunge, wenn es noch lange währt, so geht sie zum Teufel.","<sp who=""#krips""><speaker>Krips</speaker><p>Meine Courage steht auf dem Sprunge, wenn es noch lange währt, so geht sie zum Teufel.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Meine Courage steht auf dem Sprunge, wenn es noch lange währt, so geht sie zum Teufel.</p></sp>"
"515",515,"Thal.
Wo bleibt der verdammte Zauser?","Thal. Wo bleibt der verdammte Zauser?","<sp who=""#thal""><speaker>Thal</speaker><p>Wo bleibt der verdammte Zauser?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Wo bleibt der verdammte Zauser?</p></sp>"
"516",516,"Krips.
Alle Wetter, da kommt mein Herr.","Krips. Alle Wetter, da kommt mein Herr.","<sp who=""#krips""><speaker>Krips</speaker><p>Alle Wetter, da kommt mein Herr.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Alle Wetter, da kommt mein Herr.</p></sp></div>"
"517",517,"","","","",NA
"518",518,"Ein und zwanzigste Scene.","Ein und zwanzigste Scene.","Ein und zwanzigste Scene.","",NA
"519",519,"Ein und zwanzigste Scene.","Ein und zwanzigste Scene.","<div type=""scene""><head>Ein und zwanzigste Scene.</head>","","<div type=""scene""><head>Ein und zwanzigste Scene.</head>"
"520",520,"Zauser. Die Vorigen.","Zauser. Die Vorigen.","Zauser. Die Vorigen.","",NA
"521",521,"Zauser. Die Vorigen.","Zauser. Die Vorigen.","<stage>Zauser. Die Vorigen.</stage>","","<stage>Zauser. Die Vorigen.</stage>"
"522",522,"Zauser (mit Thals Mantel und Reisemütze. Er räuspert sich.)","Zauser (mit Thals Mantel und Reisemütze. Er räuspert sich.)","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(mit Thals Mantel und Reisemütze.</stage><p> Er räuspert sich.)</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(mit Thals Mantel und Reisemütze.</stage><p> Er räuspert sich.)</p></sp>"
"523",523,"Krips (scheint dadurch erst aufmerksam auf ihn zu werden, und bewillkommt ihn in den Bart brummend).","Krips (scheint dadurch erst aufmerksam auf ihn zu werden, und bewillkommt ihn in den Bart brummend).","<sp who=""#krips""><speaker>Krips</speaker><stage>(scheint dadurch erst aufmerksam auf ihn zu werden, und bewillkommt ihn in den Bart brummend).</stage><p></p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><stage>(scheint dadurch erst aufmerksam auf ihn zu werden, und bewillkommt ihn in den Bart brummend).</stage><p></p></sp>"
"524",524,"Zauser (steckt schüchtern die Hand aus dem Mantel hervor, und reicht sie Krips).
Hum, hum.","Zauser (steckt schüchtern die Hand aus dem Mantel hervor, und reicht sie Krips). Hum, hum.","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(steckt schüchtern die Hand aus dem Mantel hervor, und reicht sie Krips).</stage><p> Hum, hum.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(steckt schüchtern die Hand aus dem Mantel hervor, und reicht sie Krips).</stage><p> Hum, hum.</p></sp>"
"525",525,"Krips (schüttelt ihm die Hand).
Hum, hum.","Krips (schüttelt ihm die Hand). Hum, hum. [130] ","<sp who=""#krips""><speaker>Krips</speaker><stage>(schüttelt ihm die Hand).</stage><p> Hum, hum. <pb no=""130""/> </p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><stage>(schüttelt ihm die Hand).</stage><p> Hum, hum. <pb no=""130""/> </p></sp>"
"526",526,"[130] Zauser (deutet, ob es gefällig sey zu fahren.)
Hum, hum.","Zauser (deutet, ob es gefällig sey zu fahren.) Hum, hum.","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(deutet, ob es gefällig sey zu fahren.</stage><p>) Hum, hum.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(deutet, ob es gefällig sey zu fahren.</stage><p>) Hum, hum.</p></sp>"
"527",527,"Krips (nickt).
Hum, Hum.","Krips (nickt). Hum, Hum.","<sp who=""#krips""><speaker>Krips</speaker><stage>(nickt).</stage><p> Hum, Hum.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><stage>(nickt).</stage><p> Hum, Hum.</p></sp>"
"528",528,"(Beide komplimentieren noch ein Weilchen mit einander, wer voraus gehen soll, endlich läuft Krips schnell davon und Zauser hinter ihm her.)","(Beide komplimentieren noch ein Weilchen mit einander, wer voraus gehen soll, endlich läuft Krips schnell davon und Zauser hinter ihm her.)","(Beide komplimentieren noch ein Weilchen mit einander, wer voraus gehen soll, endlich läuft Krips schnell davon und Zauser hinter ihm her.)","<stage>(Beide komplimentieren noch ein Weilchen mit einander, wer voraus gehen soll, endlich läuft Krips schnell davon und Zauser hinter ihm her.)</stage>","<stage>(Beide komplimentieren noch ein Weilchen mit einander, wer voraus gehen soll, endlich läuft Krips schnell davon und Zauser hinter ihm her.)</stage>"
"529",529,"Thal (tritt lauschend ein wenig aus der Laube hervor).
Es geht – es geht gut – sie steigen ein – sie
sitzen drin – nun Schwager fahr zu! – richtig –
der Wagen rollt – (er geht nach dem Hintergrunde und schaut ihnen nach.)
Es geht rasch im vollen Trabe
– jetzt biegen sie um die Ecke – Ehe zehn Minuten
vergehn, sind sie auf der Gränze und Wilhelmine
ist mein! – horch! – ich höre nichts mehr –
Doch ja – jetzt rasselt es wieder auf dem Steinpflaster.
(er bleibt horchend stehen.)","Thal (tritt lauschend ein wenig aus der Laube hervor). Es geht – es geht gut – sie steigen ein – sie sitzen drin – nun Schwager fahr zu! – richtig – der Wagen rollt – (er geht nach dem Hintergrunde und schaut ihnen nach.) Es geht rasch im vollen Trabe – jetzt biegen sie um die Ecke – Ehe zehn Minuten vergehn, sind sie auf der Gränze und Wilhelmine ist mein! – horch! – ich höre nichts mehr – Doch ja – jetzt rasselt es wieder auf dem Steinpflaster. (er bleibt horchend stehen.) [131]","<sp who=""#thal""><speaker>Thal</speaker><stage>(tritt lauschend ein wenig aus der Laube hervor).</stage><p> Es geht – es geht gut – sie steigen ein – sie sitzen drin – nun Schwager fahr zu! – richtig – der Wagen rollt – (er geht nach dem Hintergrunde und schaut ihnen nach.) Es geht rasch im vollen Trabe – jetzt biegen sie um die Ecke – Ehe zehn Minuten vergehn, sind sie auf der Gränze und Wilhelmine ist mein! – horch! – ich höre nichts mehr – Doch ja – jetzt rasselt es wieder auf dem Steinpflaster. (er bleibt horchend stehen.) <pb no=""131""/></p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><stage>(tritt lauschend ein wenig aus der Laube hervor).</stage><p> Es geht – es geht gut – sie steigen ein – sie sitzen drin – nun Schwager fahr zu! – richtig – der Wagen rollt – (er geht nach dem Hintergrunde und schaut ihnen nach.) Es geht rasch im vollen Trabe – jetzt biegen sie um die Ecke – Ehe zehn Minuten vergehn, sind sie auf der Gränze und Wilhelmine ist mein! – horch! – ich höre nichts mehr – Doch ja – jetzt rasselt es wieder auf dem Steinpflaster. (er bleibt horchend stehen.) <pb no=""131""/></p></sp></div>"
"530",530,"[131]","","","",NA
"531",531,"Zwei und zwanzigste Scene.","Zwei und zwanzigste Scene.","Zwei und zwanzigste Scene.","",NA
"532",532,"Zwei und zwanzigste Scene.","Zwei und zwanzigste Scene.","<div type=""scene""><head>Zwei und zwanzigste Scene.</head>","","<div type=""scene""><head>Zwei und zwanzigste Scene.</head>"
"533",533,"Blum. Thal.","Blum. Thal.","Blum. Thal.","",NA
"534",534,"Blum. Thal.","Blum. Thal.","<stage>Blum. Thal.</stage>","","<stage>Blum. Thal.</stage>"
"535",535,"Blum (der im Vorgrunde escheint, ohne Thal zu sehen).
Sie sind richtig fort. – Hab’ ich ihn doch überlistet.
Wenn ers nun auch merkt, aus dem Wagen
kommt er nicht. Der Postillion hat ein gutes Trinkgeld
bekommen, der kehrt sich an kein Schreien, der
hält nicht eher, bis er über die Gränze ist.","Blum (der im Vorgrunde escheint, ohne Thal zu sehen). Sie sind richtig fort. – Hab’ ich ihn doch überlistet. Wenn ers nun auch merkt, aus dem Wagen kommt er nicht. Der Postillion hat ein gutes Trinkgeld bekommen, der kehrt sich an kein Schreien, der hält nicht eher, bis er über die Gränze ist.","<sp who=""#blum""><speaker>Blum</speaker><stage>(der im Vorgrunde escheint, ohne Thal zu sehen).</stage><p> Sie sind richtig fort. – Hab’ ich ihn doch überlistet. Wenn ers nun auch merkt, aus dem Wagen kommt er nicht. Der Postillion hat ein gutes Trinkgeld bekommen, der kehrt sich an kein Schreien, der hält nicht eher, bis er über die Gränze ist.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(der im Vorgrunde escheint, ohne Thal zu sehen).</stage><p> Sie sind richtig fort. – Hab’ ich ihn doch überlistet. Wenn ers nun auch merkt, aus dem Wagen kommt er nicht. Der Postillion hat ein gutes Trinkgeld bekommen, der kehrt sich an kein Schreien, der hält nicht eher, bis er über die Gränze ist.</p></sp>"
"536",536,"Thal.
Jetzt hinauf zu dem Fräulein.","Thal. Jetzt hinauf zu dem Fräulein.","<sp who=""#thal""><speaker>Thal</speaker><p>Jetzt hinauf zu dem Fräulein.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Jetzt hinauf zu dem Fräulein.</p></sp>"
"537",537,"Blum.
Jetzt zu Wilhelminen.","Blum. Jetzt zu Wilhelminen.","<sp who=""#blum""><speaker>Blum</speaker><p>Jetzt zu Wilhelminen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Jetzt zu Wilhelminen.</p></sp>"
"538",538,"(Beide stoßen auf einander, prallen zurück, und betrachten einander eine Weile mit komischer Verwunderung.)","(Beide stoßen auf einander, prallen zurück, und betrachten einander eine Weile mit komischer Verwunderung.)","(Beide stoßen auf einander, prallen zurück, und betrachten einander eine Weile mit komischer Verwunderung.)","<stage>(Beide stoßen auf einander, prallen zurück, und betrachten einander eine Weile mit komischer Verwunderung.)</stage>","<stage>(Beide stoßen auf einander, prallen zurück, und betrachten einander eine Weile mit komischer Verwunderung.)</stage>"
"539",539,"Blum.
Ei sieh da, Herr Bruder?","Blum. Ei sieh da, Herr Bruder?","<sp who=""#blum""><speaker>Blum</speaker><p>Ei sieh da, Herr Bruder?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ei sieh da, Herr Bruder?</p></sp>"
"540",540,"Thal.
Ich glaubte den Herrn Bruder schon auf dem Wege
zu der reichen Braut?","Thal. Ich glaubte den Herrn Bruder schon auf dem Wege zu der reichen Braut? [132] ","<sp who=""#thal""><speaker>Thal</speaker><p>Ich glaubte den Herrn Bruder schon auf dem Wege zu der reichen Braut? <pb no=""132""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich glaubte den Herrn Bruder schon auf dem Wege zu der reichen Braut? <pb no=""132""/> </p></sp>"
"541",541,"[132] Blum.
Der Herr Bruder hatten ja versprochen mit mir
zu fahren?","Blum. Der Herr Bruder hatten ja versprochen mit mir zu fahren?","<sp who=""#blum""><speaker>Blum</speaker><p>Der Herr Bruder hatten ja versprochen mit mir zu fahren?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Der Herr Bruder hatten ja versprochen mit mir zu fahren?</p></sp>"
"542",542,"Thal.
Der Herr Bruder wollten mich übertölpeln?","Thal. Der Herr Bruder wollten mich übertölpeln?","<sp who=""#thal""><speaker>Thal</speaker><p>Der Herr Bruder wollten mich übertölpeln?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Der Herr Bruder wollten mich übertölpeln?</p></sp>"
"543",543,"Blum.
Man hat gethan, was man konnte, aber der Herr
Bruder ist ein verdammter Herr Bruder.","Blum. Man hat gethan, was man konnte, aber der Herr Bruder ist ein verdammter Herr Bruder.","<sp who=""#blum""><speaker>Blum</speaker><p>Man hat gethan, was man konnte, aber der Herr Bruder ist ein verdammter Herr Bruder.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Man hat gethan, was man konnte, aber der Herr Bruder ist ein verdammter Herr Bruder.</p></sp>"
"544",544,"Thal.
Wer hat denn die Ehre gehabt, die Rolle des
Herrn Rittmeisters zu spielen?","Thal. Wer hat denn die Ehre gehabt, die Rolle des Herrn Rittmeisters zu spielen?","<sp who=""#thal""><speaker>Thal</speaker><p>Wer hat denn die Ehre gehabt, die Rolle des Herrn Rittmeisters zu spielen?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Wer hat denn die Ehre gehabt, die Rolle des Herrn Rittmeisters zu spielen?</p></sp>"
"545",545,"Blum.
Dein Krips.","Blum. Dein Krips.","<sp who=""#blum""><speaker>Blum</speaker><p>Dein Krips.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Dein Krips.</p></sp>"
"546",546,"Thal.
Der Schurke!","Thal. Der Schurke!","<sp who=""#thal""><speaker>Thal</speaker><p>Der Schurke!</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Der Schurke!</p></sp>"
"547",547,"Blum.
Und wer war denn der Herr Hauptmann?","Blum. Und wer war denn der Herr Hauptmann?","<sp who=""#blum""><speaker>Blum</speaker><p>Und wer war denn der Herr Hauptmann?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Und wer war denn der Herr Hauptmann?</p></sp>"
"548",548,"Thal.
Dein Zauser.","Thal. Dein Zauser.","<sp who=""#thal""><speaker>Thal</speaker><p>Dein Zauser.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Dein Zauser.</p></sp>"
"549",549,"Blum.
Der Spitzbube!","Blum. Der Spitzbube! [133] ","<sp who=""#blum""><speaker>Blum</speaker><p>Der Spitzbube! <pb no=""133""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Der Spitzbube! <pb no=""133""/> </p></sp>"
"550",550,"[133] Thal.
Also fahren die beiden Kerls mit einander über die
Gränze?","Thal. Also fahren die beiden Kerls mit einander über die Gränze?","<sp who=""#thal""><speaker>Thal</speaker><p>Also fahren die beiden Kerls mit einander über die Gränze?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Also fahren die beiden Kerls mit einander über die Gränze?</p></sp>"
"551",551,"Blum.
Hahaha! die werden sich vor einander fürchten.
Schade, daß ich den Spaß nicht mit ansehen kann.","Blum. Hahaha! die werden sich vor einander fürchten. Schade, daß ich den Spaß nicht mit ansehen kann.","<sp who=""#blum""><speaker>Blum</speaker><p>Hahaha! die werden sich vor einander fürchten. Schade, daß ich den Spaß nicht mit ansehen kann.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Hahaha! die werden sich vor einander fürchten. Schade, daß ich den Spaß nicht mit ansehen kann.</p></sp>"
"552",552,"Thal (sehr ernst).
Herr Bruder, das ist mir außerm Spaß.","Thal (sehr ernst). Herr Bruder, das ist mir außerm Spaß.","<sp who=""#thal""><speaker>Thal</speaker><stage>(sehr ernst).</stage><p> Herr Bruder, das ist mir außerm Spaß.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><stage>(sehr ernst).</stage><p> Herr Bruder, das ist mir außerm Spaß.</p></sp>"
"553",553,"Blum.
Du machst ja ein Gesicht wie der zornige Achilles?","Blum. Du machst ja ein Gesicht wie der zornige Achilles?","<sp who=""#blum""><speaker>Blum</speaker><p>Du machst ja ein Gesicht wie der zornige Achilles?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du machst ja ein Gesicht wie der zornige Achilles?</p></sp>"
"554",554,"Thal.
Du hast mich beleidigt.","Thal. Du hast mich beleidigt.","<sp who=""#thal""><speaker>Thal</speaker><p>Du hast mich beleidigt.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Du hast mich beleidigt.</p></sp>"
"555",555,"Blum.
Wodurch?","Blum. Wodurch?","<sp who=""#blum""><speaker>Blum</speaker><p>Wodurch?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wodurch?</p></sp>"
"556",556,"Thal.
Meinen Bedienten bestochen.","Thal. Meinen Bedienten bestochen.","<sp who=""#thal""><speaker>Thal</speaker><p>Meinen Bedienten bestochen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Meinen Bedienten bestochen.</p></sp>"
"557",557,"Blum.
Und Du den meinigen.","Blum. Und Du den meinigen.","<sp who=""#blum""><speaker>Blum</speaker><p>Und Du den meinigen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Und Du den meinigen.</p></sp>"
"558",558,"Thal.
In einen Officier hast Du ihn verkleidet.","Thal. In einen Officier hast Du ihn verkleidet.","<sp who=""#thal""><speaker>Thal</speaker><p>In einen Officier hast Du ihn verkleidet.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>In einen Officier hast Du ihn verkleidet.</p></sp>"
"559",559,"Blum.
Und Du den meinigen.","Blum. Und Du den meinigen. [134] ","<sp who=""#blum""><speaker>Blum</speaker><p>Und Du den meinigen. <pb no=""134""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Und Du den meinigen. <pb no=""134""/> </p></sp>"
